Domain,Name,Title,Date,UserName,Review,Positive keywords,Negative keywords,Positive genre,Negative genre,Talk about other apps,E.g.,Remarks,isEdited,Rating,keyword,selected,Word count,Extracted words
Mental Health,dare-break-free-from-anxiety,Only 16 years old!,6/18/2022 0:13,nijahkilah,"i am only 16 years old & i deal with anxiety badly. & i've been dealing with it for about a year now. so when i tell you, my anxiety gets in the way of everything, it does. having anxiety stopped me from asking for help in school, which brought me to fail some classes. my anxiety stopped me from socializing with people at school, stopped me from getting a job, stopped me from going into stores. but when i tell you this app right here brought me to realization it did. it gave me the help no one else could give me. no one would ever take my anxiety serious. the small conversations, it's like the lessons knew exactly how i feel during an anxiety moment. shout out to this app right here !!","gave help, ",,effective,,,,,FALSE,5,,,61,"16,years,old,deal,anxiety,badly,dealing,year,tell,anxiety,gets,way,everything,anxiety,stopped,asking,help,school,brought,fail,classes,anxiety,stopped,socializing,people,school,stopped,getting,job,stopped,going,stores,tell,app,right,brought,realization,gave,help,one,else,could,give,one,would,ever,take,anxiety,serious,small,conversations,like,lessons,knew,exactly,feel,anxiety,moment,shout,app,right"
Mental Health,betterhelp-online-counseling,Mojo,2/11/2021 1:05,juliedelle,if you find the right therapist- your life will change.  don't settle for the first one if it doesn't feel right.,,,,,,,,FALSE,5,,,12,"find,right,therapist-,life,change,not,settle,first,one,not,feel,right"
Mental Health,sanvello-anxiety-depression,The user experience is very bad,3/20/2021 5:42,Mayur tolani,i would highly recommend the app developers to get the app reviewed with ux. it seems as if no user study was done. the app seems too much to learn before actually using it. an anxious person might go more anxious by the mammoth of options presented and the weird navigation in the app. moreover user may quit the app in the first few uses itself.,"too much to learn, before using, more anxious, mamooth of options, weird navigation, ",,"usable, effective",,,,,FALSE,2,,,37,"would,highly,recommend,app,developers,get,app,reviewed,ux,seems,user,study,done,app,seems,much,learn,actually,using,anxious,person,might,go,anxious,mammoth,options,presented,weird,navigation,app,moreover,user,may,quit,app,first,uses"
Mental Health,headspace-meditation-sleep,Boring at best - one star is generous,9/12/2021 13:49,Mama peace,"i bought this app based on the rave reviews, which must be paid for. it's so unfortunate that you can't rely on reviews.  after trying this app for less than one day, i had increased anxiety. the relaxing stories are just awful and boring. the voices are not soothing at all, quite the opposite. the short segments on nutrition are worthless. i could get more inspiration from a google search. i hope apple will see fit to allow me to cancel this app. it is truly the worst",,,,,,,,FALSE,1,,,45,"bought,app,based,rave,reviews,must,paid,unfortunate,ca,not,rely,reviews,trying,app,less,one,day,increased,anxiety,relaxing,stories,awful,boring,voices,soothing,quite,opposite,short,segments,nutrition,worthless,could,get,inspiration,google,search,hope,apple,see,fit,allow,cancel,app,truly,worst"
Mental Health,betterhelp-online-counseling,Customer service was no help!,1/8/2022 2:04,A(7),i got a free trial and during the free trial i had so many issues. i didn't even get all of my sessions. i reached out to customer support and they basically told me that this can happen sometimes. but did not offer to replace the sessions. i will not be subscribing since i don't know if i will have issues again i will be losing sessions i pay for because the customer service is not helpful.,,"free trial, many issues, not get sessions, reached out, customer support, not offer to replace sessions, not be subscribing, customer service, not helpful",,"reliable, customer service",,,,FALSE,1,,,32,"got,free,trial,free,trial,many,issues,not,even,get,sessions,reached,customer,support,basically,told,happen,sometimes,offer,replace,sessions,subscribing,since,not,know,issues,losing,sessions,pay,customer,service,helpful"
Mental Health,happify-for-stress-worry,Interesting,12/21/2021 7:22,Will not open 3 days,it is good to know that people are interested in improving others lives and study ways to help.,,,,,,,,FALSE,4,,,10,"good,know,people,interested,improving,others,lives,study,ways,help"
Mental Health,betterhelp-online-counseling,Worth the money and the time!,3/11/2022 1:07,Lena904,"make the investment in yourself to find someone objective to talk to and make yourself a priority! after 3 sessions, i'm clearer in my thinking and don't dwell on the negative.  the 45 minutes a week is more beneficial than i could've imagined!","clearer in my thinking, not dwell on negative, more beneficial",,effective,,,,,FALSE,5,,,21,"make,investment,find,someone,objective,talk,make,priority,3,sessions,clearer,thinking,not,dwell,negative,45,minutes,week,beneficial,could,imagined"
Mental Health,moodfit,Works great,3/6/2021 22:13,KittyKat2234,"i personally like this app, particularly the gratitude and mindfulness practices. they help me stay centered and content with where i'm at in life. the little messages throughout the day also make me feel better and surprisingly come up at the right time.","stay centered and content, little messages, feel better, come up right time",,effective,,,,,FALSE,5,,,24,"personally,like,app,particularly,gratitude,mindfulness,practices,help,stay,centered,content,life,little,messages,throughout,day,also,make,feel,better,surprisingly,come,right,time"
Mental Health,slumber-fall-asleep-insomnia,Sleep,12/31/2020 12:49,ginolover,this app has helped me go to sleep on nights that had been difficult to sleep for me.,"helped, go to sleep",,effective,,,,,FALSE,5,,,7,"app,helped,go,sleep,nights,difficult,sleep"
Mental Health,calm-sleep-meditation,Calm,12/31/2021 22:53,bambun,it has helped me relax stay calm,"helped, relax,  stay calm",,effective,,,,,FALSE,5,,,4,"helped,relax,stay,calm"
Mental Health,waking-up-guided-meditation,Colorful awareness,8/20/2021 13:47,Theresathefarmer,"i never thought much about the chakras, still don't. but an interesting phenomenon occurs when i'm practicing with the meditation app. i now notice that when thoughts arise, the visual field -with eyes closed- turns green! this is weird and very interesting all at the same time!",,,,,,,,FALSE,5,,,25,"never,thought,much,chakras,still,not,interesting,phenomenon,occurs,practicing,meditation,app,notice,thoughts,arise,visual,field,-with,eyes,closed-,turns,green,weird,interesting,time"
Mental Health,calm-sleep-meditation,A vital tool,6/23/2022 11:31,dhejududsbhdud,calm allows me to find myself in this upside down world.  to be the best version of myself. stay mindfully and physically healthy.  daily meditations help me begin each day and gives me the tools to get through the day!!  thank you!,"allows, find myself, gives tools, get through",,effective,,,,,FALSE,5,,,21,"calm,allows,find,upside,world,best,version,stay,mindfully,physically,healthy,daily,meditations,help,begin,day,gives,tools,get,day,thank"
Mental Health,betterhelp-online-counseling,Helpful,4/22/2022 19:35,CrysR88,"they offer group webinars on so many different topics, and a trial period to figure out if it's beneficial for you or not, i've had talkspace as well and betterhelp is my preferred app for mental health, they offered financial aid when others have not.","offer, group webinars, different topics, trial period, figure out, beneficial, offered, financial aid",,affordable,,talkspace,,,FALSE,5,,,21,"offer,group,webinars,many,different,topics,trial,period,figure,beneficial,talkspace,well,betterhelp,preferred,app,mental,health,offered,financial,aid,others"
Mental Health,headspace-meditation-sleep,Skip it,8/8/2021 15:10,Lee 45638,the downloading feature has not worked for me. tech support is non-existent as far as i can tell. i prefer the setup and teachers on insight timer.,,"downloading feature, not worked, tech support, non-existent, prefer setup and teachers, ",,"reliable, customer service",insight timer,,,FALSE,1,,,13,"downloading,feature,worked,tech,support,non-existent,far,tell,prefer,setup,teachers,insight,timer"
Mental Health,betterhelp-online-counseling,Helpful and life changing,7/22/2022 19:39,Dextersoldier,i started with my counselor a month ago and it has helped so much ! i am a icu rn for 28 years and have been experiencing ptsd from the covid pandemic and compassion fatigue. my counselor has been amazing and helping me so i can continue in my profession i call my calling in life ,"counselor amaxing, helping, continue profession, ",,effective,,,,,FALSE,5,,,24,"started,counselor,month,ago,helped,much,icu,rn,28,years,experiencing,ptsd,covid,pandemic,compassion,fatigue,counselor,amazing,helping,continue,profession,call,calling,life"
Mental Health,insight-timer-meditation-app,social media format,11/26/2021 18:00,linda (w herpes),"i'm disappointed this app moved to more of a social media format. i want to feel and be alone when i meditate and to have less information to process when i open the app. all of the features can be overwhelming and i personally prefer keeping things simple.
regardless, i love insight timer and am very very grateful for it.",,"disappointed, moved to, social media format, feel and be alone, have less information to process, features overwheling, prefer keeping things simple, ",,"effective, usable",,,,FALSE,4,,,27,"disappointed,app,moved,social,media,format,want,feel,alone,meditate,less,information,process,open,app,features,overwhelming,personally,prefer,keeping,things,simple,regardless,love,insight,timer,grateful"
Mental Health,headspace-meditation-sleep,dissapointed,4/27/2022 2:59,joe1025449,"a few years ago i used this app, and unless im thinking of something else, i remember using the app for free. i was diagnosed with tremmors a few days ago and my doctor gave a list of meditation apps to try, so i immediately reinstalled headspace. i was extremely dissapointed that i had to scroll through the entire app for 30 minutes just to realize there was nothing to do unless you paid.",,,,,,,,FALSE,2,,,37,"years,ago,used,app,unless,im,thinking,something,else,remember,using,app,free,diagnosed,tremmors,days,ago,doctor,gave,list,meditation,apps,try,immediately,reinstalled,headspace,extremely,dissapointed,scroll,entire,app,30,minutes,realize,nothing,unless,paid"
Mental Health,calm-sleep-meditation,Calm for 4 years,7/19/2021 15:10,Amanda A A,i have been enjoying this app forover 4 years now,,,,,,,,FALSE,5,,,5,"enjoying,app,forover,4,years"
Mental Health,wysa-mental-health-support,Perfect.,1/12/2022 20:51,meli,"gave me so much more force, know i understand a bit more that its not just other people but also how i react.",,,,,,,,FALSE,5,,,9,"gave,much,force,know,understand,bit,people,also,react"
Mental Health,betterhelp-online-counseling,Better help,7/15/2022 0:23,Maylow069,the best conversations about myself. nothing less.,,,,,,,,FALSE,5,,,4,"best,conversations,nothing,less"
Mental Health,ten-percent-happier-meditation,Great Way to Check Your Mindfulness Daily,5/11/2022 19:44,DJ AGB,i have been using this app for over a year and it has improved my mindfulness. it is quieting all the thoughts in my head daily by keeping me in check on living mindfully and happier.,"improved mindfulness, quieting thoughts, keeping in check, living mindfully, happier",,effective,,,,,FALSE,5,,,14,"using,app,year,improved,mindfulness,quieting,thoughts,head,daily,keeping,check,living,mindfully,happier"
