Domain,Date,Name,Title,Review,Positive keywords,Negative keywords,Positive genre,Negative genre,Eg,Talk abt other apps,Other apps reviews talk abt,Remarks,keywords,Rating,Word count,Extracted words (NLTK)
Investing,1/26/2022 15:03,robinhood-investing-for-all,Robin' You,"let me start by saying i've made a fair amount on robinhood, so it isn't all bad. however, when giant hedge funds are standing to make a loss because people decide they are tired of being victimized by price manipulations, robinhood shuts down all purchase of those stocks- killing demand and allowing the big guys to minimize their losses. for a company that loves to tell you how they are democratizing investing, this is atrocious behavior. when the decision is between you and the hedge funds, remember robinhood picks the funds...",,"made fair amount, not bad, victimized, price manipulations, shuts down, purchase, killing demand, allow big guys, minimize loss, atrocious behavior",,"reliability, fradulent activity",,,,,,1,48,"let,start,saying,made,fair,amount,robinhood,not,bad,however,giant,hedge,funds,standing,make,loss,people,decide,tired,victimized,price,manipulations,robinhood,shuts,purchase,stocks-,killing,demand,allowing,big,guys,minimize,losses,company,loves,tell,democratizing,investing,atrocious,behavior,decision,hedge,funds,remember,robinhood,picks,funds,..."
Investing,6/3/2021 22:40,robinhood-investing-for-all,Could use a stop loss for crypto,"i am self employed so i do the analytics.  i set up the trade and then i have to wait to get into the trade.  i may have to go do something else.  the sell limit is perfect i can do that and walk away.  
but if the trade starts to go south then i have an issue.  in this volatile market i  could lose thousands because of no stop loss.",,,,,,,,,,4,29,"self,employed,analytics,set,trade,wait,get,trade,may,go,something,else,sell,limit,perfect,walk,away,trade,starts,go,south,issue,volatile,market,could,lose,thousands,stop,loss"
Investing,9/10/2021 0:56,kucoin-buy-cryptocurrency,DO NOT GET,stole my money and will not get back in contact with me,,"stole, money, not get back, contact, ",,"fradulent activity, customer service",,,,,,1,5,"stole,money,get,back,contact"
Investing,11/24/2021 19:17,stash-invest-build-wealth,Cry Baby Company,"so, i transferred my money out of stash to another brokerage and they closed my account. it turns out they won't reopen my account once i leave. 
so much for getting my business anymore. 
it seems they were butt hurt that i left. 
waaaah waaaah! lol! 
poor business model. haha. 
if i didn't use a customer after they tried another business, i wouldn't have many customers! 
their loss.",,"transfer money out, closed account, turns out, not reopen account, once leave",,usability,,,,,,1,39,"transferred,money,stash,another,brokerage,closed,account,turns,wo,not,reopen,account,leave,much,getting,business,anymore,seems,butt,hurt,left,waaaah,waaaah,lol,poor,business,model,haha,not,use,customer,tried,another,business,would,not,many,customers,loss"
Investing,8/27/2021 15:40,stockpile-investing-made-easy,I can't sign in or reset password,it worked well until today plz fix,,,,,,,,,,4,5,"worked,well,today,plz,fix"
Investing,8/31/2021 15:47,robinhood-investing-for-all,I love the app,the app is informative easy to use i have had a great time using it as i learn the stock and options trading game,"informative, easy, learn, stock, options, trading game",,usability,,,,,,,5,12,"app,informative,easy,use,great,time,using,learn,stock,options,trading,game"
Investing,12/1/2020 19:15,td-ameritrade-mobile,Love it,"ameritrade is probably one of the best app i have use if not the best for trading. i started with almost not knowledge about how to trade, but i have done great. hope they can put dark mode, it would make it even better","started with, not knowledge, dark mode",,usability,,,,,,,5,22,"ameritrade,probably,one,best,app,use,best,trading,started,almost,knowledge,trade,done,great,hope,put,dark,mode,would,make,even,better"
Investing,3/23/2021 18:41,schwab-mobile,Outstanding,i am happy with the deposit service that can be used by my phone. it also provides the text security feature. quick and safe!,"happy, deposit feature, provides, text, security feature, quick, safe",,"usability, security, reliability",,,,,,,5,12,"happy,deposit,service,used,phone,also,provides,text,security,feature,quick,safe"
Investing,2/23/2021 17:31,td-ameritrade-mobile,Confusing,ameritrade is too confusing.  i had to add robinhood since it's plain and simple.,,confusing,,usability,,1,,,,3,7,"ameritrade,confusing,add,robinhood,since,plain,simple"
Investing,6/10/2022 13:46,thinkorswim-trade-invest,Disappointment,not great at staying up todays with current share price. sometimes have to use other brokers for up to date prices,,"not great, staying up, current share price, have to use, brokers, up to date, prices",,reliability,,,,,,2,11,"great,staying,todays,current,share,price,sometimes,use,brokers,date,prices"
Investing,3/2/2022 2:39,robinhood-investing-for-all,Beginner and pros,started out using it for learning the basics of stock trading and also started using it for crypto. i'm not a pro but this has definitely helped me figure out learn a lot,"started out, learning, basics, stock trading, using crypto, not a pro, helped, figure out",,usability,,,,,,,5,16,"started,using,learning,basics,stock,trading,also,started,using,crypto,pro,definitely,helped,figure,learn,lot"
Investing,12/18/2020 16:38,fidelity-investments,"Account Values Don't Match, Slow","this ipad app is the worst. it's slow and inaccurate.
the positions values don't match with the account values in the left-side menu. if you purchase a position for the day, the accounts value will indicate the change in price of the security for the day, not the change of your account value since your purchase of that security. example, if a stock rose $3.00 for the day, but your account value is down after your purchase, the accounts value menu will indicate your account is up by $3.00. it's the most ridiculous design offered by some firm which brags about being the best. basically, you can't trust it. i've called them several times but with the same excuse any front office worker is told, we're aware of the problem, but it's never been solved.

the app is also slow in bringing up quotes for which one has to swipe. the graphs are useless, and the options tables are slow to respond.

it logs off continually for your protection with the highest 30 mins setting. i have had it with this clueless company.",,"worst, slow, inaccurate, position values, not match, account values, ridiculous design, brags, not trust, called, times, same excuse, front office worker, aware of problem, never solved, app, slow, bringing, quotes, graphs, useless, options tables, slow to respond, logs off, continually, cluless, company",,"reliability, customer service, usability",,,,,,1,87,"ipad,app,worst,slow,inaccurate,positions,values,not,match,account,values,left-side,menu,purchase,position,day,accounts,value,indicate,change,price,security,day,change,account,value,since,purchase,security,example,stock,rose,3.00,day,account,value,purchase,accounts,value,menu,indicate,account,3.00,ridiculous,design,offered,firm,brags,best,basically,ca,not,trust,called,several,times,excuse,front,office,worker,told,aware,problem,never,solved,app,also,slow,bringing,quotes,one,swipe,graphs,useless,options,tables,slow,respond,logs,continually,protection,highest,30,mins,setting,clueless,company"
Investing,4/20/2021 14:04,robinhood-investing-for-all,Good place to invest,i like this app because with some exploration i could figure out how things work and where do i want to invest my money.,"some exploration, figure out, things work, where invest money",,usability,,,,,,,5,10,"like,app,exploration,could,figure,things,work,want,invest,money"
Investing,10/20/2021 16:34,wealthfront-save-and-invest,So far so good,had it for around a month and it's been good. i put in 1k and have already returned 30 dollars. to be fair i've put my investing strategy as quite risky but i like the different options they have and even the choice to customize is yourself. also the fees are so minute that it's totally worth getting something like this. i've only been charged 2 cents for a 30 dollar return! amazing.,"already returned, be fair, investing strategy, risky, like, different options, choice to customize, fees, minute, totally worth, charged cents, dollar return",,"customizability, affordable, profitability",,,,,,,5,36,"around,month,good,put,1k,already,returned,30,dollars,fair,put,investing,strategy,quite,risky,like,different,options,even,choice,customize,also,fees,minute,totally,worth,getting,something,like,charged,2,cents,30,dollar,return,amazing"
